Date,Open,High,Low,Close,Volume
07-25-2018,2817.73,2848.03,2817.73,2846.07,22881
07-26-2018,2835.49,2845.57,2835.26,2837.44,25782
07-27-2018,2842.35,2843.17,2808.34,2818.82,23437
07-30-2018,2819,2821.74,2798.11,2802.6,22400
07-31-2018,2809.73,2824.46,2808.06,2816.29,24498
08-01-2018,2821.17,2825.83,2805.85,2813.36,22006
08-02-2018,2800.48,2829.91,2796.34,2827.22,20404
08-03-2018,2829.62,2840.38,2827.37,2840.35,18299
08-06-2018,2840.29,2853.29,2835.98,2850.4,17554
08-07-2018,2855.92,2863.43,2855.92,2858.45,17926
08-08-2018,2856.79,2862.44,2853.09,2857.7,16247
08-09-2018,2857.19,2862.48,2851.98,2853.58,16708
08-10-2018,2839.64,2842.2,2825.81,2833.28,18178
08-13-2018,2835.46,2843.4,2819.88,2821.93,18521
08-14-2018,2827.88,2843.11,2826.58,2839.96,17333
08-15-2018,2827.95,2827.95,2802.49,2818.37,21702
08-16-2018,2831.44,2850.49,2831.44,2840.69,19901
08-17-2018,2838.32,2855.63,2833.73,2850.13,18972
08-20-2018,2853.93,2859.76,2850.62,2857.05,16736
08-21-2018,2861.51,2873.23,2861.32,2862.96,18971
08-22-2018,2860.99,2867.54,2856.05,2861.82,15837
08-23-2018,2860.29,2868.78,2854.03,2856.98,16539
08-24-2018,2862.35,2876.16,2862.35,2874.69,16755
08-27-2018,2884.69,2898.25,2884.69,2896.74,20559
